,duration,object,caption,prob
1068,1068,potted plant_0.82;dining table_0.90;couch_0.39;tv_0.98;book_0.76;tie_0.67;chair_0.98,a group of people sitting around a wooden table .,0.003109
1069,1069,dining table_0.47;potted plant_0.88;book_0.61;chair_0.98;refrigerator_0.45;vase_0.88,a woman in a red dress holding a glass of wine .,7.00E-06
1070,1070,dining table_0.47;potted plant_0.88;book_0.61;chair_0.98;refrigerator_0.45;vase_0.88,a woman in a red dress holding a glass of wine .,7.00E-06
1071,1071,dining table_0.47;potted plant_0.88;book_0.61;chair_0.98;refrigerator_0.45;vase_0.88,a woman in a red dress holding a glass of wine .,7.00E-06
1072,1072,dining table_0.47;potted plant_0.88;book_0.61;chair_0.98;refrigerator_0.45;vase_0.88,a woman in a red dress holding a glass of wine .,7.00E-06
1073,1073,bottle_0.63;bowl_0.36;vase_0.56;cup_0.72;sink_0.66,a woman in a white dress holding a glass of wine .,1.30E-05
1074,1074,bottle_0.63;bowl_0.36;vase_0.56;cup_0.72;sink_0.66,a woman in a white dress holding a glass of wine .,1.30E-05
1075,1075,cup_0.84;potted plant_0.68;sink_0.71;dining table_0.87;book_0.78;bottle_0.48;chair_0.99;refrigerator_1.00;vase_0.80,a woman standing in front of a refrigerator .,0.000893
1076,1076,cup_0.84;potted plant_0.68;sink_0.71;dining table_0.87;book_0.78;bottle_0.48;chair_0.99;refrigerator_1.00;vase_0.80,a woman standing in front of a refrigerator .,0.000893
1077,1077,cup_0.84;potted plant_0.68;sink_0.71;dining table_0.87;book_0.78;bottle_0.48;chair_0.99;refrigerator_1.00;vase_0.80,a woman standing in front of a refrigerator .,0.000893
1078,1078,cup_0.88;sink_0.80;car_0.41;bottle_0.93;bowl_0.41;vase_0.41,a woman in a white dress holding a toothbrush .,1.70E-05
1079,1079,cup_0.88;sink_0.80;car_0.41;bottle_0.93;bowl_0.41;vase_0.41,a woman in a white dress holding a toothbrush .,1.70E-05
1080,1080,dining table_0.48;potted plant_0.90;wine glass_0.41;book_0.49;tie_1.00;chair_0.83,a man and a woman standing next to each other .,0.001623
1081,1081,dining table_0.48;potted plant_0.90;wine glass_0.41;book_0.49;tie_1.00;chair_0.83,a man and a woman standing next to each other .,0.001623
1082,1082,dining table_0.48;potted plant_0.90;wine glass_0.41;book_0.49;tie_1.00;chair_0.83,a man and a woman standing next to each other .,0.001623
1083,1083,refrigerator_0.94;vase_0.70;sink_0.57,a woman standing next to a woman in a kitchen .,0.000135
1084,1084,refrigerator_0.94;vase_0.70;sink_0.57,a woman standing next to a woman in a kitchen .,0.000135
1085,1085,refrigerator_0.94;vase_0.70;sink_0.57,a woman standing next to a woman in a kitchen .,0.000135
1086,1086,refrigerator_0.94;vase_0.70;sink_0.57,a woman standing next to a woman in a kitchen .,0.000135
1087,1087,refrigerator_0.94;vase_0.70;sink_0.57,a woman standing next to a woman in a kitchen .,0.000135
1088,1088,dining table_0.46;potted plant_0.91;book_0.64;tie_0.99;chair_0.78;frisbee_0.54,two men standing next to each other in a room .,0.001465
1089,1089,bottle_0.93;bowl_0.42;cup_0.84;sink_0.74,a woman holding a cell phone in her hand .,0.000625
1090,1090,bottle_0.93;bowl_0.42;cup_0.84;sink_0.74,a woman holding a cell phone in her hand .,0.000625
1091,1091,bottle_0.93;bowl_0.42;cup_0.84;sink_0.74,a woman holding a cell phone in her hand .,0.000625
1092,1092,cup_0.36;potted plant_0.83;dining table_0.42;teddy bear_0.40;book_0.62;chair_0.92;vase_0.90,a woman in a red dress holding a wii remote .,7.00E-06
1093,1093,cup_0.36;potted plant_0.83;dining table_0.42;teddy bear_0.40;book_0.62;chair_0.92;vase_0.90,a woman in a red dress holding a wii remote .,7.00E-06
1094,1094,cup_0.36;potted plant_0.83;dining table_0.42;teddy bear_0.40;book_0.62;chair_0.92;vase_0.90,a woman in a red dress holding a wii remote .,7.00E-06
1095,1095,cup_0.36;potted plant_0.83;dining table_0.42;teddy bear_0.40;book_0.62;chair_0.92;vase_0.90,a woman in a red dress holding a wii remote .,7.00E-06
1096,1096,cup_0.36;potted plant_0.83;dining table_0.42;teddy bear_0.40;book_0.62;chair_0.92;vase_0.90,a woman in a red dress holding a wii remote .,7.00E-06
1097,1097,cup_0.65;sink_0.80;laptop_0.40;bottle_0.86;refrigerator_0.36;bowl_0.64;vase_0.55,a woman and a man standing in a kitchen .,0.000158
1098,1098,cup_0.65;sink_0.80;laptop_0.40;bottle_0.86;refrigerator_0.36;bowl_0.64;vase_0.55,a woman and a man standing in a kitchen .,0.000158
1099,1099,cup_0.65;sink_0.80;laptop_0.40;bottle_0.86;refrigerator_0.36;bowl_0.64;vase_0.55,a woman and a man standing in a kitchen .,0.000158
1100,1100,chair_0.90;vase_0.51;potted plant_0.93,a woman sitting at a table with a glass of wine .,0.000255
1101,1101,cup_0.50;potted plant_0.68;dining table_0.90;couch_0.73;book_0.73;tie_0.93;chair_0.85;refrigerator_1.00;bottle_0.60,a group of people standing in a kitchen .,0.001639
1102,1102,cup_0.50;potted plant_0.68;dining table_0.90;couch_0.73;book_0.73;tie_0.93;chair_0.85;refrigerator_1.00;bottle_0.60,a group of people standing in a kitchen .,0.001639
1103,1103,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1104,1104,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1105,1105,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1106,1106,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1107,1107,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1108,1108,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1109,1109,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1110,1110,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1111,1111,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1112,1112,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1113,1113,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1114,1114,cup_0.61;potted plant_0.92;tv_0.47;tie_1.00;chair_0.98;handbag_0.37,a man and a woman standing next to each other .,0.001949
1115,1115,cup_0.89;potted plant_0.70;dining table_0.50;couch_0.99;oven_0.73;book_0.70;bottle_0.61;chair_0.99;tie_0.94;vase_0.47,a group of people sitting around a living room .,0.001007
1116,1116,cup_0.89;potted plant_0.70;dining table_0.50;couch_0.99;oven_0.73;book_0.70;bottle_0.61;chair_0.99;tie_0.94;vase_0.47,a group of people sitting around a living room .,0.001007
1117,1117,cup_0.89;potted plant_0.70;dining table_0.50;couch_0.99;oven_0.73;book_0.70;bottle_0.61;chair_0.99;tie_0.94;vase_0.47,a group of people sitting around a living room .,0.001007
1118,1118,cup_0.89;potted plant_0.70;dining table_0.50;couch_0.99;oven_0.73;book_0.70;bottle_0.61;chair_0.99;tie_0.94;vase_0.47,a group of people sitting around a living room .,0.001007
1119,1119,cup_0.89;potted plant_0.70;dining table_0.50;couch_0.99;oven_0.73;book_0.70;bottle_0.61;chair_0.99;tie_0.94;vase_0.47,a group of people sitting around a living room .,0.001007
1120,1120,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1121,1121,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1122,1122,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1123,1123,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1124,1124,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1125,1125,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1126,1126,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1127,1127,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1128,1128,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1129,1129,couch_0.53;chair_0.52;potted plant_0.66,a woman sitting on a bench in front of a window .,0.000501
1130,1130,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1131,1131,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1132,1132,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1133,1133,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1134,1134,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1135,1135,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1136,1136,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1137,1137,dining table_0.51;potted plant_0.88;apple_0.43;book_0.63;tie_1.00;chair_0.99;refrigerator_0.95;bottle_0.45;vase_0.42,a couple of women standing next to each other .,0.007539
1138,1138,cup_0.87;potted plant_0.97;dining table_0.78;couch_0.81;laptop_0.45;tv_0.98;book_0.46;bottle_0.71;chair_1.00;tie_0.37;refrigerator_0.75;suitcase_0.56;vase_0.97,a group of people standing around a table .,0.000229
1139,1139,cup_0.87;potted plant_0.97;dining table_0.78;couch_0.81;laptop_0.45;tv_0.98;book_0.46;bottle_0.71;chair_1.00;tie_0.37;refrigerator_0.75;suitcase_0.56;vase_0.97,a group of people standing around a table .,0.000229
1140,1140,cup_0.87;potted plant_0.97;dining table_0.78;couch_0.81;laptop_0.45;tv_0.98;book_0.46;bottle_0.71;chair_1.00;tie_0.37;refrigerator_0.75;suitcase_0.56;vase_0.97,a group of people standing around a table .,0.000229
1141,1141,cup_0.87;potted plant_0.97;dining table_0.78;couch_0.81;laptop_0.45;tv_0.98;book_0.46;bottle_0.71;chair_1.00;tie_0.37;refrigerator_0.75;suitcase_0.56;vase_0.97,a group of people standing around a table .,0.000229
1142,1142,handbag_0.59;potted plant_0.82;wine glass_0.58;book_0.86;tie_0.99;chair_0.98;refrigerator_0.92;bottle_0.49;bowl_0.63;vase_0.51,a man in a suit and tie standing in a room .,0.000269
1143,1143,handbag_0.59;potted plant_0.82;wine glass_0.58;book_0.86;tie_0.99;chair_0.98;refrigerator_0.92;bottle_0.49;bowl_0.63;vase_0.51,a man in a suit and tie standing in a room .,0.000269
1144,1144,handbag_0.59;potted plant_0.82;wine glass_0.58;book_0.86;tie_0.99;chair_0.98;refrigerator_0.92;bottle_0.49;bowl_0.63;vase_0.51,a man in a suit and tie standing in a room .,0.000269
1145,1145,cup_0.72;potted plant_0.86;oven_0.96;tv_1.00;bottle_0.50;chair_0.94;bowl_0.52;vase_0.91,a man standing in a kitchen preparing food .,0.013676
1146,1146,cup_0.72;potted plant_0.86;oven_0.96;tv_1.00;bottle_0.50;chair_0.94;bowl_0.52;vase_0.91,a man standing in a kitchen preparing food .,0.013676
1147,1147,cup_0.88;dining table_0.59;potted plant_0.97;couch_0.62;bench_0.83;book_0.63;tie_0.99;chair_0.99;refrigerator_0.99;bottle_0.43;clock_0.55,a group of people standing around a table .,0.000744
1148,1148,cup_0.88;dining table_0.59;potted plant_0.97;couch_0.62;bench_0.83;book_0.63;tie_0.99;chair_0.99;refrigerator_0.99;bottle_0.43;clock_0.55,a group of people standing around a table .,0.000744
1149,1149,cup_0.88;dining table_0.59;potted plant_0.97;couch_0.62;bench_0.83;book_0.63;tie_0.99;chair_0.99;refrigerator_0.99;bottle_0.43;clock_0.55,a group of people standing around a table .,0.000744
1150,1150,cup_0.88;dining table_0.59;potted plant_0.97;couch_0.62;bench_0.83;book_0.63;tie_0.99;chair_0.99;refrigerator_0.99;bottle_0.43;clock_0.55,a group of people standing around a table .,0.000744
1151,1151,cup_0.87;potted plant_0.75;wine glass_0.47;book_0.80;bottle_0.74;donut_0.44;vase_0.95,a woman standing in front of a refrigerator .,0.001729
1152,1152,cup_0.87;potted plant_0.75;wine glass_0.47;book_0.80;bottle_0.74;donut_0.44;vase_0.95,a woman standing in front of a refrigerator .,0.001729
1153,1153,tie_0.98;chair_0.92;potted plant_0.48,a man in a suit and tie standing in a room .,0.00143
1154,1154,tie_0.98;chair_0.92;potted plant_0.48,a man in a suit and tie standing in a room .,0.00143
1155,1155,,a woman standing in front of a mirror in a room .,0.000127
1156,1156,,a woman standing in front of a mirror in a room .,0.000127
1157,1157,tie_0.95;chair_0.97;potted plant_0.47;dining table_0.56;bed_0.97,a man and a woman standing in a bedroom .,0.000108
1158,1158,tie_0.95;chair_0.97;potted plant_0.47;dining table_0.56;bed_0.97,a man and a woman standing in a bedroom .,0.000108
1159,1159,tie_0.99,a man in a suit and tie standing in a room .,0.001759
1160,1160,tv_0.57,a woman in a white shirt holding a white controller .,4.00E-06
1161,1161,tv_0.57,a woman in a white shirt holding a white controller .,4.00E-06
1162,1162,tv_0.57,a woman in a white shirt holding a white controller .,4.00E-06
1163,1163,tie_0.99,a man in a suit and tie standing in a room .,0.0014
1164,1164,tie_0.99,a man in a suit and tie standing in a room .,0.0014
1165,1165,wine glass_0.48,a woman standing in front of a mirror in a bathroom .,0.000164
1166,1166,wine glass_0.48,a woman standing in front of a mirror in a bathroom .,0.000164
1167,1167,wine glass_0.48,a woman standing in front of a mirror in a bathroom .,0.000164
1168,1168,wine glass_0.48,a woman standing in front of a mirror in a bathroom .,0.000164
1169,1169,potted plant_0.46;dining table_0.70;couch_0.45;tie_0.91;chair_0.64;bed_0.86;vase_0.37,a man and a woman standing next to each other .,0.002296
1170,1170,potted plant_0.46;dining table_0.70;couch_0.45;tie_0.91;chair_0.64;bed_0.86;vase_0.37,a man and a woman standing next to each other .,0.002296
1171,1171,potted plant_0.46;dining table_0.70;couch_0.45;tie_0.91;chair_0.64;bed_0.86;vase_0.37,a man and a woman standing next to each other .,0.002296
1172,1172,tv_0.40,a woman in a red dress holding a cell phone .,1.70E-05
1173,1173,tv_0.40,a woman in a red dress holding a cell phone .,1.70E-05
1174,1174,tie_1.00;wine glass_0.68,a man and a woman standing next to each other .,0.001876
1175,1175,tie_1.00;wine glass_0.68,a man and a woman standing next to each other .,0.001876
1176,1176,tie_1.00;wine glass_0.68,a man and a woman standing next to each other .,0.001876
1177,1177,tie_0.94;spoon_0.42,a woman in a red dress is talking on a cell phone .,1.70E-05
1178,1178,tie_0.94;spoon_0.42,a woman in a red dress is talking on a cell phone .,1.70E-05
1179,1179,tie_0.95,a man in a suit and tie standing next to a woman .,0.000144
1180,1180,tie_0.95,a man in a suit and tie standing next to a woman .,0.000144
1181,1181,couch_0.74;tie_0.80;dining table_0.80;potted plant_0.82;bed_0.79,a man and a woman standing next to each other .,0.003782
1182,1182,couch_0.74;tie_0.80;dining table_0.80;potted plant_0.82;bed_0.79,a man and a woman standing next to each other .,0.003782
1183,1183,tie_1.00,a woman in a red dress standing in front of a mirror .,4.50E-05
1184,1184,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1185,1185,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1186,1186,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1187,1187,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1188,1188,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1189,1189,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1190,1190,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1191,1191,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1192,1192,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1193,1193,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1194,1194,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1195,1195,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1196,1196,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1197,1197,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1198,1198,tie_1.00;chair_0.70,a couple of men standing next to each other .,0.006552
1199,1199,dining table_0.77;potted plant_0.54;couch_0.91;tie_0.97;chair_0.97;traffic light_0.91;handbag_0.58;vase_0.66,a group of people standing next to each other .,0.003886
1200,1200,dining table_0.77;potted plant_0.54;couch_0.91;tie_0.97;chair_0.97;traffic light_0.91;handbag_0.58;vase_0.66,a group of people standing next to each other .,0.003886
1201,1201,dining table_0.77;potted plant_0.54;couch_0.91;tie_0.97;chair_0.97;traffic light_0.91;handbag_0.58;vase_0.66,a group of people standing next to each other .,0.003886
1202,1202,dining table_0.77;potted plant_0.54;couch_0.91;tie_0.97;chair_0.97;traffic light_0.91;handbag_0.58;vase_0.66,a group of people standing next to each other .,0.003886
1203,1203,tie_1.00,a man and a woman standing next to each other .,0.00255
1204,1204,tv_0.60,a woman in a white dress standing in front of a mirror .,9.20E-05
1205,1205,tv_0.60,a woman in a white dress standing in front of a mirror .,9.20E-05
1206,1206,tv_0.60,a woman in a white dress standing in front of a mirror .,9.20E-05
1207,1207,tie_1.00;chair_0.69,a couple of people standing next to each other .,0.003467
1208,1208,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1209,1209,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1210,1210,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1211,1211,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1212,1212,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1213,1213,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1214,1214,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1215,1215,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1216,1216,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1217,1217,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1218,1218,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1219,1219,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1220,1220,tv_0.74,a woman in a white dress holding a white frisbee .,6.00E-06
1221,1221,couch_0.80;tie_0.98,a couple of men standing next to each other .,0.006429
1222,1222,couch_0.80;tie_0.98,a couple of men standing next to each other .,0.006429
1223,1223,couch_0.80;tie_0.98,a couple of men standing next to each other .,0.006429
1224,1224,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1225,1225,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1226,1226,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1227,1227,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1228,1228,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1229,1229,tv_0.48,a woman in a white dress holding a cell phone .,1.80E-05
1230,1230,couch_0.40;tie_1.00;bed_0.65,a man in a suit and tie sitting at a table .,0.001056
1231,1231,couch_0.40;tie_1.00;bed_0.65,a man in a suit and tie sitting at a table .,0.001056
1232,1232,tie_0.99,a man and a woman standing next to each other .,0.002489
1233,1233,tie_0.99,a man and a woman standing next to each other .,0.002489
1234,1234,tie_0.99,a man and a woman standing next to each other .,0.002489
1235,1235,tie_0.99,a man and a woman standing next to each other .,0.002489
1236,1236,chair_0.51;wine glass_0.45,a woman in a white dress standing in front of a mirror .,2.50E-05
1237,1237,chair_0.51;wine glass_0.45,a woman in a white dress standing in front of a mirror .,2.50E-05
1238,1238,chair_0.51;wine glass_0.45,a woman in a white dress standing in front of a mirror .,2.50E-05
1239,1239,chair_0.51;wine glass_0.45,a woman in a white dress standing in front of a mirror .,2.50E-05
1240,1240,chair_0.51;wine glass_0.45,a woman in a white dress standing in front of a mirror .,2.50E-05
1241,1241,tie_1.00,a man and a woman standing next to each other .,0.002462
1242,1242,tie_1.00,a man and a woman standing next to each other .,0.002462
1243,1243,tie_1.00,a man and a woman standing next to each other .,0.002462
1244,1244,tie_1.00,a man and a woman standing next to each other .,0.002462
1245,1245,chair_0.36,a woman in a blue dress standing in a room .,2.70E-05
1246,1246,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1247,1247,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1248,1248,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1249,1249,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1250,1250,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1251,1251,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1252,1252,couch_0.91;tie_1.00;chair_0.73;bed_0.82,a man in a suit and tie standing in a room .,0.000738
1253,1253,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1254,1254,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1255,1255,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1256,1256,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1257,1257,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1258,1258,couch_0.50;tie_0.95;chair_0.99;bowl_0.57,a group of people standing around each other .,0.002419
1259,1259,,a woman and a man standing next to each other .,0.000564
1260,1260,,a woman and a man standing next to each other .,0.000564
1261,1261,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1262,1262,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1263,1263,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1264,1264,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1265,1265,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1266,1266,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1267,1267,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1268,1268,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1269,1269,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1270,1270,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1271,1271,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1272,1272,tie_1.00;knife_0.48,a couple of men standing next to each other .,0.010869
1273,1273,chair_0.99;traffic light_0.49;handbag_0.93;dining table_0.75;bed_0.65,a couple of people standing in a room .,0.001394
1274,1274,chair_0.99;traffic light_0.49;handbag_0.93;dining table_0.75;bed_0.65,a couple of people standing in a room .,0.001394
1275,1275,chair_0.99;traffic light_0.49;handbag_0.93;dining table_0.75;bed_0.65,a couple of people standing in a room .,0.001394
1276,1276,chair_0.99;traffic light_0.49;handbag_0.93;dining table_0.75;bed_0.65,a couple of people standing in a room .,0.001394
1277,1277,,a black and white photo of a clock tower .,0.000709
1278,1278,cup_0.59;potted plant_0.92;dining table_0.42;couch_0.80;tv_0.99;bottle_0.75;chair_0.99;vase_0.69,a woman standing in a living room next to a table .,0.000219
1279,1279,cup_0.59;potted plant_0.92;dining table_0.42;couch_0.80;tv_0.99;bottle_0.75;chair_0.99;vase_0.69,a woman standing in a living room next to a table .,0.000219
1280,1280,cup_0.59;potted plant_0.92;dining table_0.42;couch_0.80;tv_0.99;bottle_0.75;chair_0.99;vase_0.69,a woman standing in a living room next to a table .,0.000219
1281,1281,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1282,1282,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1283,1283,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1284,1284,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1285,1285,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1286,1286,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1287,1287,cup_0.35;potted plant_0.65;bottle_0.69;tie_0.44;chair_0.66;sports ball_0.41;skateboard_0.96,a woman is sitting on a bench with a book .,1.30E-05
1288,1288,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1289,1289,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1290,1290,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1291,1291,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1292,1292,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1293,1293,cell phone_0.37;chair_0.48,a sign that is on the side of a building .,0.000266
1294,1294,bottle_0.37;microwave_0.68,a woman is holding a teddy bear in a store .,3.50E-05
1295,1295,chair_0.80,a man is taking a picture of himself in a mirror .,0.000363
1296,1296,chair_0.80,a man is taking a picture of himself in a mirror .,0.000363
1297,1297,bottle_0.51;chair_0.46;potted plant_0.51;skateboard_0.97,a woman standing next to a giant teddy bear .,0.000238
1298,1298,bottle_0.51;chair_0.46;potted plant_0.51;skateboard_0.97,a woman standing next to a giant teddy bear .,0.000238
1299,1299,bottle_0.51;chair_0.46;potted plant_0.51;skateboard_0.97,a woman standing next to a giant teddy bear .,0.000238
1300,1300,bottle_0.81;fork_0.46,a woman is standing in front of a store,2.60E-05
1301,1301,bottle_0.81;fork_0.46,a woman is standing in front of a store,2.60E-05
1302,1302,bottle_0.49;potted plant_0.57;microwave_0.58,a woman in a dress holding a cell phone .,1.10E-05
1303,1303,bottle_0.49;potted plant_0.57;microwave_0.58,a woman in a dress holding a cell phone .,1.10E-05
1304,1304,,a picture of a person holding a cell phone .,8.00E-06
1305,1305,chair_0.37;wine glass_0.40;dining table_0.52,a man is standing in front of a store window .,5.00E-06
1306,1306,chair_0.37;wine glass_0.40;dining table_0.52,a man is standing in front of a store window .,5.00E-06
1307,1307,chair_0.37;wine glass_0.40;dining table_0.52,a man is standing in front of a store window .,5.00E-06
1308,1308,chair_0.37;wine glass_0.40;dining table_0.52,a man is standing in front of a store window .,5.00E-06
